chr13	32890334	32890924	1096
chr13	32892964	32893689	3344
chr13	32898912	32899595	1610
chr13	32900011	32900979	3624
chr13	32903317	32903932	1560
chr13	32904822	32905444	2748
chr13	32906136	32907755	10530
chr13	32910183	32915577	42374
chr13	32918453	32919010	2904
chr13	32920679	32921254	2256
chr13	32928722	32929709	5476
chr13	32930344	32931033	2542
chr13	32931612	32932293	3626
chr13	32936419	32937058	2014
chr13	32937087	32937936	3592
chr13	32944271	32945452	2960
chr13	32950543	32951182	1466
chr13	32953187	32954532	7956
chr13	32968581	32969316	3186
chr13	32970804	32971440	2672
chr13	32972007	32973132	6002
chr17	41197401	41198070	798
chr17	41199426	41199964	754
chr17	41200809	41201477	1088
chr17	41202847	41203434	718
chr17	41208756	41209431	1014
chr17	41215048	41216251	1972
chr17	41219394	41219932	700
chr17	41222703	41223482	1652
chr17	41226107	41226771	1134
chr17	41228205	41228865	1734
chr17	41231051	41231642	734
chr17	41234147	41234816	1374
chr17	41242713	41247134	24832
chr17	41247627	41248170	832
chr17	41248957	41249566	1080
chr17	41251513	41252146	1266
chr17	41255849	41256502	960
chr17	41256623	41257270	1242
chr17	41258241	41258823	998
chr17	41267493	41268064	1100
chr17	41275763	41276323	808
chr11	108098140	108098932	1464
chr11	108099629	108100285	2532
chr11	108106213	108106734	764
chr11	108114387	108115090	1648
chr11	108115254	108116046	2632
chr11	108117445	108118026	880
chr11	108119485	108120085	1360
chr11	108121113	108122007	2202
chr11	108122288	108123054	2182
chr11	108123314	108123899	1462
chr11	108124424	108125016	2550
chr11	108126757	108127359	1100
chr11	108127944	108128606	1074
chr11	108129492	108130115	1132
chr11	108137642	108138315	886
chr11	108138909	108139579	1858
chr11	108141545	108142354	1404
chr11	108142917	108143816	1452
chr11	108149847	108150585	2554
chr11	108151597	108152118	1020
chr11	108153227	108153884	852
chr11	108154678	108155430	1566
chr11	108158074	108158703	1434
chr11	108159511	108160023	252
chr11	108160105	108160758	732
chr11	108163937	108164508	320
chr11	108165373	108166034	990
chr11	108167833	108168346	674
chr11	108170145	108170855	980
chr11	108172129	108172777	2476
chr11	108173333	108173907	2028
chr11	108175184	108175846	1298
chr11	108178387	108178949	1730
chr11	108180614	108181306	1508
chr11	108182842	108183464	1996
chr11	108186365	108187049	2012
chr11	108187901	108188482	1016
chr11	108190426	108191027	1546
chr11	108191852	108192374	522
chr11	108195820	108196487	2580
chr11	108196592	108197165	1804
chr11	108198043	108198698	1596
chr11	108199549	108200130	1162
chr11	108200651	108201374	2504
chr11	108201928	108202992	1860
chr11	108203207	108203859	2286
chr11	108204452	108204972	294
chr11	108205375	108206049	1904
chr11	108206263	108206921	1460
chr11	108213681	108214339	2266
chr11	108216177	108216857	928
chr11	108217731	108218344	2378
chr11	108224167	108224838	1464
chr11	108225259	108225872	1296
chr11	108235491	108236485	2822
chr22	29083676	29084197	240
chr22	29091476	29092123	1032
chr22	29120859	29121531	808
