chr13	32890534	32890724	2711
chr13	32893164	32893489	2964
chr13	32899112	32899395	3291
chr13	32900211	32900485	3383
chr13	32900530	32900779	2793
chr13	32903517	32903732	1815
chr13	32905022	32905244	3500
chr13	32906336	32907555	13464
chr13	32910383	32915377	58663
chr13	32918653	32918810	2370
chr13	32920879	32921054	2567
chr13	32928922	32929509	7587
chr13	32930544	32930833	3817
chr13	32931812	32932093	3332
chr13	32936619	32936858	2613
chr13	32937287	32937736	5148
chr13	32944471	32944742	3165
chr13	32945058	32945252	3060
chr13	32950743	32950982	3189
chr13	32953387	32953747	4799
chr13	32953784	32954085	2981
chr13	32954118	32954332	1795
chr13	32968781	32969116	3901
chr13	32971004	32971240	3425
chr13	32972207	32972932	8309
chr17	41197601	41197870	2763
chr17	41199626	41199764	2816
chr17	41201009	41201277	3684
chr17	41203047	41203234	1943
chr17	41208956	41209231	3144
chr17	41215248	41215418	1260
chr17	41215798	41216051	2535
chr17	41219594	41219732	2600
chr17	41222903	41223282	4673
chr17	41226307	41226571	3269
chr17	41228405	41228665	3570
chr17	41231251	41231442	1795
chr17	41234347	41234616	3572
chr17	41242913	41243074	2360
chr17	41243386	41246934	48632
chr17	41247827	41247970	2542
chr17	41249157	41249366	2032
chr17	41251713	41251946	4544
chr17	41256049	41256302	2292
chr17	41256823	41257070	2750
chr17	41258441	41258623	2482
chr17	41267693	41267864	2867
chr17	41275963	41276123	2263
chr11	108098340	108098732	5759
chr11	108099829	108099950	2509
chr11	108099952	108100085	3664
chr11	108106413	108106534	1330
chr11	108114587	108114890	3262
chr11	108115454	108115846	4196
chr11	108117645	108117826	1838
chr11	108119685	108119885	2459
chr11	108121313	108121807	3318
chr11	108122488	108122854	3301
chr11	108123514	108123699	3053
chr11	108124624	108124816	3309
chr11	108126957	108127159	3780
chr11	108128144	108128256	1300
chr11	108128299	108128406	1404
chr11	108129692	108129915	2181
chr11	108137842	108138115	2902
chr11	108139109	108139379	2657
chr11	108141745	108142154	3116
chr11	108143117	108143324	2115
chr11	108143494	108143616	888
chr11	108150047	108150385	4443
chr11	108151797	108151918	1054
chr11	108153427	108153684	2448
chr11	108154878	108155056	2101
chr11	108155113	108155230	929
chr11	108158274	108158503	3104
chr11	108159711	108159823	690
chr11	108160305	108160558	2582
chr11	108164137	108164308	1746
chr11	108165573	108165834	2758
chr11	108168033	108168146	1041
chr11	108170345	108170655	2577
chr11	108172329	108172577	3552
chr11	108173533	108173707	2655
chr11	108175384	108175646	3365
chr11	108178587	108178749	2040
chr11	108180814	108181106	2481
chr11	108183042	108183264	2407
chr11	108186565	108186849	2788
chr11	108188101	108188282	1994
chr11	108190626	108190827	2950
chr11	108192052	108192174	889
chr11	108196020	108196287	2903
chr11	108196792	108196965	2052
chr11	108198243	108198498	2653
chr11	108199749	108199930	2653
chr11	108200851	108201174	3917
chr11	108202128	108202399	1951
chr11	108202515	108202792	2811
chr11	108203407	108203659	4892
chr11	108204652	108204772	783
chr11	108205575	108205849	3480
chr11	108206463	108206721	3181
chr11	108213881	108214139	3392
chr11	108216377	108216494	322
chr11	108216514	108216657	1430
chr11	108217931	108218144	2816
chr11	108224367	108224638	2530
chr11	108225459	108225672	2058
chr11	108235691	108235966	2449
chr11	108236009	108236285	2550
chr22	29083876	29083997	981
chr22	29091676	29091923	2635
chr22	29121059	29121176	1119
chr22	29121216	29121331	1044
